#Coverage	Number of genomic locations
0.0	2.542070736E9
1.0	8.2561468E7
2.0	3.6394061E7
3.0	2.1273658E7
4.0	1.3353016E7
5.0	8632797.0
6.0	5731491.0
7.0	3914789.0
8.0	2723052.0
9.0	1953159.0
10.0	1424279.0
11.0	1062160.0
12.0	809640.0
13.0	622988.0
14.0	488220.0
15.0	386593.0
16.0	310298.0
17.0	252256.0
18.0	206141.0
19.0	170159.0
20.0	140852.0
21.0	118793.0
22.0	100397.0
23.0	86457.0
24.0	73954.0
25.0	63414.0
26.0	54087.0
27.0	47599.0
28.0	41303.0
29.0	36404.0
30.0	32022.0
31.0	28749.0
32.0	25148.0
33.0	22615.0
34.0	20562.0
35.0	18749.0
36.0	16874.0
37.0	15130.0
38.0	13714.0
39.0	12782.0
40.0	11621.0
41.0	10544.0
42.0	9588.0
43.0	8753.0
44.0	8425.0
45.0	7772.0
46.0	7185.0
47.0	6857.0
48.0	6034.0
49.0	5584.0
50.0	5220.0
51.0	4821.0
52.0	4578.0
53.0	4287.0
54.0	3950.0
55.0	3695.0
56.0	3560.0
57.0	3345.0
58.0	3071.0
59.0	2904.0
60.0	2865.0
61.0	2796.0
62.0	2750.0
63.0	2543.0
64.0	2474.0
65.0	2475.0
66.0	2221.0
67.0	2161.0
68.0	2092.0
69.0	1989.0
70.0	1986.0
71.0	1942.0
72.0	1804.0
73.0	1825.0
74.0	1776.0
75.0	1707.0
76.0	1629.0
77.0	1651.0
78.0	1644.0
79.0	1514.0
80.0	1432.0
81.0	1416.0
82.0	1351.0
83.0	1359.0
84.0	1333.0
85.0	1311.0
86.0	1254.0
87.0	1327.0
88.0	1287.0
89.0	1226.0
90.0	1183.0
91.0	1121.0
92.0	1044.0
93.0	989.0
94.0	1026.0
95.0	1110.0
96.0	915.0
97.0	964.0
98.0	937.0
99.0	875.0
100.0	875.0
101.0	760.0
102.0	736.0
103.0	807.0
104.0	754.0
105.0	711.0
106.0	726.0
107.0	684.0
108.0	675.0
109.0	646.0
110.0	638.0
111.0	616.0
112.0	532.0
113.0	539.0
114.0	564.0
115.0	502.0
116.0	501.0
117.0	473.0
118.0	421.0
119.0	418.0
120.0	401.0
121.0	406.0
122.0	416.0
123.0	379.0
124.0	342.0
125.0	354.0
126.0	308.0
127.0	293.0
128.0	278.0
129.0	230.0
130.0	239.0
131.0	222.0
132.0	209.0
133.0	226.0
134.0	208.0
135.0	193.0
136.0	153.0
137.0	142.0
138.0	167.0
139.0	152.0
140.0	155.0
141.0	112.0
142.0	120.0
143.0	131.0
144.0	126.0
145.0	139.0
146.0	114.0
147.0	99.0
148.0	106.0
149.0	112.0
150.0	95.0
151.0	98.0
152.0	90.0
153.0	73.0
154.0	110.0
155.0	81.0
156.0	97.0
157.0	111.0
158.0	101.0
159.0	83.0
160.0	86.0
161.0	100.0
162.0	87.0
163.0	88.0
164.0	78.0
165.0	85.0
166.0	69.0
167.0	62.0
168.0	72.0
169.0	63.0
170.0	69.0
171.0	67.0
172.0	86.0
173.0	70.0
174.0	78.0
175.0	64.0
176.0	67.0
177.0	65.0
178.0	55.0
179.0	64.0
180.0	62.0
181.0	56.0
182.0	54.0
183.0	56.0
184.0	48.0
185.0	43.0
186.0	60.0
187.0	40.0
188.0	56.0
189.0	39.0
190.0	51.0
191.0	40.0
192.0	54.0
193.0	52.0
194.0	34.0
195.0	40.0
196.0	51.0
197.0	38.0
198.0	53.0
199.0	30.0
200.0	30.0
201.0	29.0
202.0	24.0
203.0	31.0
204.0	38.0
205.0	30.0
206.0	36.0
207.0	40.0
208.0	42.0
209.0	41.0
210.0	54.0
211.0	39.0
212.0	28.0
213.0	31.0
214.0	30.0
215.0	34.0
216.0	50.0
217.0	35.0
218.0	25.0
219.0	29.0
220.0	27.0
221.0	21.0
222.0	34.0
223.0	26.0
224.0	29.0
225.0	40.0
226.0	29.0
227.0	26.0
228.0	23.0
229.0	29.0
230.0	34.0
231.0	29.0
232.0	30.0
233.0	15.0
234.0	24.0
235.0	30.0
236.0	29.0
237.0	25.0
238.0	33.0
239.0	23.0
240.0	38.0
241.0	27.0
242.0	29.0
243.0	31.0
244.0	33.0
245.0	23.0
246.0	28.0
247.0	30.0
248.0	37.0
249.0	22.0
250.0	17.0
251.0	19.0
252.0	14.0
253.0	13.0
254.0	22.0
255.0	18.0
256.0	15.0
257.0	19.0
258.0	26.0
259.0	33.0
260.0	22.0
261.0	26.0
262.0	15.0
263.0	42.0
264.0	29.0
265.0	31.0
266.0	22.0
267.0	14.0
268.0	21.0
269.0	14.0
270.0	20.0
271.0	22.0
272.0	33.0
273.0	19.0
274.0	20.0
275.0	21.0
276.0	19.0
277.0	22.0
278.0	18.0
279.0	17.0
280.0	21.0
281.0	17.0
282.0	27.0
283.0	17.0
284.0	20.0
285.0	15.0
286.0	19.0
287.0	20.0
288.0	20.0
289.0	18.0
290.0	24.0
291.0	28.0
292.0	19.0
293.0	22.0
294.0	22.0
295.0	21.0
296.0	16.0
297.0	28.0
298.0	28.0
299.0	33.0
300.0	20.0
301.0	20.0
302.0	23.0
303.0	21.0
304.0	22.0
305.0	20.0
306.0	25.0
307.0	17.0
308.0	19.0
309.0	12.0
310.0	17.0
311.0	25.0
312.0	21.0
313.0	18.0
314.0	19.0
315.0	22.0
316.0	14.0
317.0	22.0
318.0	15.0
319.0	19.0
320.0	13.0
321.0	11.0
322.0	22.0
323.0	19.0
324.0	13.0
325.0	17.0
326.0	15.0
327.0	13.0
328.0	11.0
329.0	15.0
330.0	13.0
331.0	15.0
332.0	13.0
333.0	9.0
334.0	20.0
335.0	15.0
336.0	13.0
337.0	15.0
338.0	18.0
339.0	13.0
340.0	22.0
341.0	16.0
342.0	8.0
343.0	15.0
344.0	22.0
345.0	19.0
346.0	16.0
347.0	24.0
348.0	19.0
349.0	21.0
350.0	18.0
351.0	12.0
352.0	13.0
353.0	17.0
354.0	21.0
355.0	15.0
356.0	18.0
357.0	18.0
358.0	16.0
359.0	51.0
360.0	45.0
361.0	10.0
362.0	13.0
363.0	11.0
364.0	14.0
365.0	7.0
366.0	23.0
367.0	12.0
368.0	18.0
369.0	22.0
370.0	14.0
371.0	13.0
372.0	9.0
373.0	10.0
374.0	11.0
375.0	14.0
376.0	14.0
377.0	17.0
378.0	15.0
379.0	8.0
380.0	13.0
381.0	9.0
382.0	13.0
383.0	13.0
384.0	12.0
385.0	18.0
386.0	13.0
387.0	10.0
388.0	15.0
389.0	12.0
390.0	17.0
391.0	8.0
392.0	13.0
393.0	6.0
394.0	18.0
395.0	7.0
396.0	10.0
397.0	15.0
398.0	9.0
399.0	12.0
400.0	10.0
401.0	9.0
402.0	12.0
403.0	16.0
404.0	11.0
405.0	10.0
406.0	11.0
407.0	11.0
408.0	8.0
409.0	14.0
410.0	10.0
411.0	10.0
412.0	16.0
413.0	20.0
414.0	11.0
415.0	17.0
416.0	16.0
417.0	11.0
418.0	8.0
419.0	15.0
420.0	7.0
421.0	7.0
422.0	8.0
423.0	10.0
424.0	8.0
425.0	9.0
426.0	15.0
427.0	9.0
428.0	19.0
429.0	18.0
430.0	12.0
431.0	5.0
432.0	7.0
433.0	13.0
434.0	15.0
435.0	9.0
436.0	12.0
437.0	12.0
438.0	8.0
439.0	10.0
440.0	9.0
441.0	11.0
442.0	16.0
443.0	5.0
444.0	7.0
445.0	8.0
446.0	15.0
447.0	16.0
448.0	14.0
449.0	14.0
450.0	10.0
451.0	9.0
452.0	13.0
453.0	17.0
454.0	14.0
455.0	18.0
456.0	19.0
457.0	10.0
458.0	7.0
459.0	17.0
460.0	14.0
461.0	17.0
462.0	14.0
463.0	28.0
464.0	11.0
465.0	11.0
466.0	11.0
467.0	10.0
468.0	10.0
469.0	11.0
470.0	9.0
471.0	9.0
472.0	10.0
473.0	5.0
474.0	14.0
475.0	12.0
476.0	10.0
477.0	12.0
478.0	9.0
479.0	5.0
480.0	11.0
481.0	8.0
482.0	6.0
483.0	7.0
484.0	8.0
485.0	12.0
486.0	12.0
487.0	7.0
488.0	10.0
489.0	6.0
490.0	7.0
491.0	8.0
492.0	11.0
493.0	7.0
494.0	11.0
495.0	4.0
496.0	19.0
497.0	14.0
498.0	15.0
499.0	7.0
500.0	11.0
501.0	11.0
502.0	12.0
503.0	6.0
504.0	16.0
505.0	6.0
506.0	8.0
507.0	3.0
508.0	8.0
509.0	9.0
510.0	2.0
511.0	10.0
512.0	10.0
513.0	12.0
514.0	12.0
515.0	5.0
516.0	8.0
517.0	10.0
518.0	9.0
519.0	9.0
520.0	12.0
521.0	18.0
522.0	14.0
523.0	14.0
524.0	18.0
525.0	8.0
526.0	8.0
527.0	4.0
528.0	9.0
529.0	8.0
530.0	4.0
531.0	8.0
532.0	10.0
533.0	11.0
534.0	8.0
535.0	7.0
536.0	8.0
537.0	8.0
538.0	8.0
539.0	11.0
540.0	8.0
541.0	5.0
542.0	7.0
543.0	12.0
544.0	10.0
545.0	20.0
546.0	12.0
547.0	6.0
548.0	8.0
549.0	8.0
550.0	9.0
551.0	11.0
552.0	6.0
553.0	10.0
554.0	7.0
555.0	5.0
556.0	8.0
557.0	5.0
558.0	7.0
559.0	6.0
560.0	4.0
561.0	8.0
562.0	5.0
563.0	4.0
564.0	12.0
565.0	6.0
566.0	2.0
567.0	10.0
568.0	11.0
569.0	10.0
570.0	13.0
571.0	10.0
572.0	6.0
573.0	6.0
574.0	4.0
575.0	7.0
576.0	3.0
577.0	8.0
578.0	11.0
579.0	11.0
580.0	5.0
581.0	5.0
582.0	3.0
583.0	6.0
584.0	9.0
585.0	12.0
586.0	8.0
587.0	5.0
588.0	3.0
589.0	5.0
590.0	8.0
591.0	4.0
592.0	8.0
593.0	8.0
594.0	9.0
595.0	5.0
596.0	11.0
597.0	8.0
598.0	8.0
599.0	8.0
600.0	10.0
601.0	9.0
602.0	7.0
603.0	13.0
604.0	11.0
605.0	5.0
606.0	8.0
607.0	5.0
608.0	3.0
609.0	7.0
610.0	4.0
611.0	6.0
612.0	5.0
613.0	7.0
614.0	11.0
615.0	6.0
616.0	3.0
617.0	6.0
618.0	8.0
619.0	4.0
620.0	4.0
621.0	5.0
622.0	8.0
623.0	5.0
624.0	4.0
625.0	2.0
626.0	8.0
627.0	3.0
628.0	8.0
629.0	10.0
630.0	7.0
631.0	5.0
632.0	7.0
633.0	5.0
634.0	7.0
635.0	9.0
636.0	10.0
637.0	5.0
638.0	6.0
639.0	5.0
640.0	7.0
641.0	4.0
642.0	6.0
643.0	5.0
644.0	6.0
645.0	7.0
646.0	8.0
647.0	10.0
648.0	6.0
649.0	9.0
650.0	5.0
651.0	7.0
652.0	6.0
653.0	9.0
654.0	3.0
655.0	5.0
656.0	9.0
657.0	6.0
658.0	14.0
659.0	5.0
660.0	8.0
661.0	13.0
662.0	11.0
663.0	4.0
664.0	12.0
665.0	17.0
666.0	11.0
667.0	3.0
668.0	5.0
669.0	9.0
670.0	18.0
671.0	10.0
672.0	11.0
673.0	17.0
674.0	6.0
675.0	7.0
676.0	9.0
677.0	8.0
678.0	6.0
679.0	8.0
680.0	18.0
681.0	8.0
682.0	12.0
683.0	9.0
684.0	13.0
685.0	15.0
686.0	15.0
687.0	12.0
688.0	8.0
689.0	7.0
690.0	4.0
691.0	4.0
692.0	4.0
693.0	3.0
694.0	3.0
695.0	5.0
696.0	3.0
697.0	7.0
698.0	7.0
699.0	6.0
700.0	7.0
701.0	5.0
702.0	3.0
703.0	2.0
704.0	4.0
705.0	4.0
706.0	5.0
707.0	9.0
708.0	5.0
709.0	6.0
710.0	6.0
711.0	3.0
712.0	4.0
713.0	2.0
714.0	6.0
715.0	4.0
716.0	7.0
717.0	6.0
718.0	4.0
719.0	3.0
720.0	6.0
721.0	6.0
722.0	10.0
723.0	5.0
724.0	9.0
725.0	10.0
726.0	10.0
727.0	13.0
728.0	8.0
729.0	6.0
730.0	7.0
731.0	7.0
732.0	15.0
733.0	10.0
734.0	6.0
735.0	4.0
736.0	8.0
737.0	5.0
738.0	9.0
739.0	6.0
740.0	3.0
741.0	5.0
742.0	3.0
743.0	5.0
744.0	5.0
745.0	6.0
746.0	2.0
747.0	7.0
748.0	5.0
749.0	7.0
750.0	6.0
751.0	6.0
752.0	9.0
753.0	4.0
754.0	3.0
755.0	6.0
756.0	2.0
757.0	8.0
758.0	6.0
759.0	7.0
760.0	7.0
761.0	2.0
762.0	4.0
763.0	8.0
764.0	5.0
765.0	2.0
766.0	8.0
767.0	2.0
768.0	10.0
769.0	20.0
770.0	4.0
771.0	3.0
772.0	3.0
773.0	4.0
774.0	4.0
775.0	4.0
776.0	3.0
777.0	2.0
778.0	6.0
779.0	6.0
780.0	5.0
781.0	5.0
782.0	5.0
783.0	10.0
784.0	9.0
785.0	7.0
786.0	7.0
787.0	3.0
788.0	8.0
789.0	6.0
790.0	6.0
791.0	4.0
792.0	4.0
793.0	9.0
794.0	5.0
795.0	10.0
796.0	8.0
797.0	4.0
798.0	3.0
799.0	5.0
800.0	4.0
801.0	6.0
802.0	3.0
803.0	8.0
804.0	2.0
805.0	8.0
806.0	5.0
807.0	19.0
808.0	6.0
809.0	7.0
810.0	3.0
811.0	6.0
812.0	10.0
813.0	5.0
814.0	2.0
815.0	3.0
816.0	5.0
817.0	4.0
818.0	4.0
820.0	2.0
821.0	4.0
822.0	5.0
823.0	4.0
824.0	2.0
825.0	3.0
826.0	3.0
827.0	3.0
828.0	2.0
829.0	11.0
830.0	4.0
831.0	4.0
832.0	2.0
833.0	5.0
834.0	5.0
835.0	5.0
836.0	10.0
837.0	4.0
838.0	4.0
839.0	5.0
840.0	4.0
841.0	5.0
842.0	4.0
843.0	3.0
844.0	5.0
845.0	5.0
846.0	2.0
847.0	3.0
848.0	2.0
849.0	2.0
850.0	2.0
851.0	8.0
852.0	2.0
853.0	6.0
855.0	4.0
856.0	4.0
857.0	4.0
858.0	4.0
859.0	1.0
860.0	3.0
861.0	4.0
862.0	5.0
863.0	2.0
864.0	2.0
865.0	5.0
866.0	5.0
867.0	10.0
868.0	3.0
869.0	4.0
870.0	2.0
871.0	4.0
872.0	5.0
873.0	2.0
874.0	3.0
875.0	1.0
876.0	3.0
877.0	2.0
878.0	2.0
879.0	3.0
880.0	3.0
881.0	4.0
883.0	3.0
884.0	4.0
885.0	5.0
886.0	7.0
887.0	2.0
888.0	3.0
889.0	6.0
890.0	6.0
891.0	2.0
892.0	4.0
895.0	2.0
896.0	2.0
897.0	3.0
898.0	1.0
899.0	1.0
900.0	2.0
901.0	3.0
902.0	4.0
903.0	3.0
904.0	5.0
905.0	3.0
906.0	2.0
907.0	7.0
908.0	6.0
909.0	3.0
910.0	2.0
911.0	11.0
912.0	2.0
913.0	3.0
914.0	2.0
915.0	6.0
916.0	5.0
917.0	9.0
918.0	3.0
919.0	2.0
920.0	3.0
921.0	5.0
922.0	6.0
923.0	2.0
924.0	4.0
925.0	3.0
926.0	5.0
927.0	1.0
928.0	4.0
929.0	2.0
930.0	2.0
931.0	5.0
932.0	5.0
933.0	5.0
934.0	6.0
935.0	7.0
936.0	2.0
937.0	5.0
938.0	2.0
939.0	2.0
940.0	7.0
941.0	3.0
942.0	3.0
943.0	2.0
944.0	5.0
945.0	3.0
946.0	2.0
947.0	2.0
948.0	1.0
949.0	2.0
950.0	1.0
951.0	2.0
953.0	5.0
954.0	6.0
955.0	5.0
956.0	2.0
957.0	2.0
958.0	3.0
959.0	1.0
960.0	2.0
961.0	4.0
962.0	6.0
963.0	4.0
964.0	4.0
965.0	1.0
966.0	7.0
967.0	4.0
968.0	4.0
969.0	3.0
970.0	3.0
971.0	2.0
972.0	3.0
973.0	3.0
974.0	3.0
975.0	4.0
976.0	2.0
977.0	5.0
978.0	3.0
979.0	4.0
980.0	2.0
981.0	5.0
982.0	1.0
983.0	1.0
984.0	4.0
985.0	1.0
986.0	4.0
987.0	3.0
988.0	7.0
989.0	6.0
990.0	3.0
991.0	2.0
992.0	4.0
993.0	11.0
994.0	8.0
995.0	4.0
996.0	4.0
997.0	17.0
998.0	4.0
1000.0	3.0
1001.0	7.0
1002.0	3.0
1003.0	2.0
1004.0	2.0
1005.0	1.0
1006.0	1.0
1007.0	3.0
1008.0	1.0
1009.0	8.0
1010.0	2.0
1011.0	9.0
1012.0	5.0
1013.0	7.0
1014.0	1.0
1015.0	5.0
1017.0	2.0
1018.0	2.0
1019.0	5.0
1020.0	5.0
1021.0	4.0
1022.0	1.0
1023.0	6.0
1024.0	2.0
1025.0	4.0
1026.0	2.0
1027.0	3.0
1028.0	5.0
1029.0	2.0
1030.0	5.0
1031.0	4.0
1032.0	2.0
1033.0	2.0
1034.0	2.0
1035.0	3.0
1036.0	2.0
1037.0	1.0
1039.0	4.0
1040.0	2.0
1042.0	1.0
1043.0	5.0
1044.0	1.0
1045.0	2.0
1046.0	3.0
1047.0	2.0
1048.0	3.0
1049.0	2.0
1050.0	1.0
1051.0	3.0
1052.0	2.0
1053.0	5.0
1054.0	4.0
1055.0	4.0
1056.0	3.0
1057.0	1.0
1058.0	3.0
1059.0	1.0
1060.0	3.0
1061.0	8.0
