#Coverage	Number of genomic locations
0.0	2.617349387E9
1.0	6.3134843E7
2.0	2.3203169E7
3.0	1.0088102E7
4.0	4854843.0
5.0	2522758.0
6.0	1422038.0
7.0	856021.0
8.0	543762.0
9.0	360899.0
10.0	250496.0
11.0	181480.0
12.0	132626.0
13.0	101093.0
14.0	77245.0
15.0	61521.0
16.0	49493.0
17.0	40787.0
18.0	32436.0
19.0	27673.0
20.0	23034.0
21.0	19836.0
22.0	16643.0
23.0	14082.0
24.0	11941.0
25.0	10995.0
26.0	9349.0
27.0	8050.0
28.0	7070.0
29.0	6407.0
30.0	5751.0
31.0	4937.0
32.0	4720.0
33.0	4021.0
34.0	3637.0
35.0	3340.0
36.0	3023.0
37.0	2898.0
38.0	2589.0
39.0	2413.0
40.0	2254.0
41.0	2074.0
42.0	2125.0
43.0	1869.0
44.0	1877.0
45.0	1796.0
46.0	1699.0
47.0	1600.0
48.0	1601.0
49.0	1599.0
50.0	1557.0
51.0	1483.0
52.0	1446.0
53.0	1421.0
54.0	1473.0
55.0	1361.0
56.0	1386.0
57.0	1345.0
58.0	1313.0
59.0	1286.0
60.0	1187.0
61.0	1204.0
62.0	1223.0
63.0	1181.0
64.0	1121.0
65.0	1217.0
66.0	1152.0
67.0	1117.0
68.0	1022.0
69.0	991.0
70.0	945.0
71.0	933.0
72.0	912.0
73.0	889.0
74.0	797.0
75.0	773.0
76.0	760.0
77.0	810.0
78.0	679.0
79.0	649.0
80.0	673.0
81.0	634.0
82.0	620.0
83.0	509.0
84.0	507.0
85.0	520.0
86.0	440.0
87.0	396.0
88.0	431.0
89.0	382.0
90.0	368.0
91.0	317.0
92.0	349.0
93.0	311.0
94.0	279.0
95.0	268.0
96.0	282.0
97.0	280.0
98.0	244.0
99.0	204.0
100.0	242.0
101.0	215.0
102.0	225.0
103.0	186.0
104.0	180.0
105.0	163.0
106.0	152.0
107.0	139.0
108.0	144.0
109.0	160.0
110.0	135.0
111.0	150.0
112.0	129.0
113.0	159.0
114.0	128.0
115.0	122.0
116.0	125.0
117.0	109.0
118.0	112.0
119.0	102.0
120.0	113.0
121.0	76.0
122.0	84.0
123.0	94.0
124.0	77.0
125.0	110.0
126.0	81.0
127.0	99.0
128.0	105.0
129.0	106.0
130.0	83.0
131.0	115.0
132.0	78.0
133.0	97.0
134.0	74.0
135.0	62.0
136.0	84.0
137.0	55.0
138.0	63.0
139.0	63.0
140.0	74.0
141.0	67.0
142.0	78.0
143.0	55.0
144.0	59.0
145.0	68.0
146.0	63.0
147.0	73.0
148.0	64.0
149.0	49.0
150.0	45.0
151.0	61.0
152.0	61.0
153.0	57.0
154.0	65.0
155.0	59.0
156.0	50.0
157.0	58.0
158.0	48.0
159.0	57.0
160.0	49.0
161.0	64.0
162.0	61.0
163.0	54.0
164.0	65.0
165.0	52.0
166.0	62.0
167.0	40.0
168.0	44.0
169.0	54.0
170.0	37.0
171.0	43.0
172.0	47.0
173.0	48.0
174.0	46.0
175.0	40.0
176.0	52.0
177.0	45.0
178.0	57.0
179.0	44.0
180.0	53.0
181.0	38.0
182.0	49.0
183.0	45.0
184.0	45.0
185.0	26.0
186.0	42.0
187.0	43.0
188.0	46.0
189.0	44.0
190.0	34.0
191.0	56.0
192.0	37.0
193.0	24.0
194.0	24.0
195.0	27.0
196.0	20.0
197.0	27.0
198.0	26.0
199.0	22.0
200.0	18.0
201.0	42.0
202.0	37.0
203.0	24.0
204.0	31.0
205.0	29.0
206.0	20.0
207.0	22.0
208.0	33.0
209.0	24.0
210.0	46.0
211.0	30.0
212.0	26.0
213.0	44.0
214.0	46.0
215.0	36.0
216.0	33.0
217.0	25.0
218.0	43.0
219.0	37.0
220.0	34.0
221.0	28.0
222.0	21.0
223.0	21.0
224.0	21.0
225.0	28.0
226.0	21.0
227.0	18.0
228.0	21.0
229.0	22.0
230.0	23.0
231.0	22.0
232.0	28.0
233.0	23.0
234.0	19.0
235.0	22.0
236.0	24.0
237.0	22.0
238.0	33.0
239.0	26.0
240.0	38.0
241.0	18.0
242.0	16.0
243.0	26.0
244.0	20.0
245.0	18.0
246.0	17.0
247.0	30.0
248.0	22.0
249.0	23.0
250.0	9.0
251.0	20.0
252.0	21.0
253.0	18.0
254.0	31.0
255.0	41.0
256.0	20.0
257.0	21.0
258.0	15.0
259.0	23.0
260.0	12.0
261.0	13.0
262.0	11.0
263.0	10.0
264.0	16.0
265.0	13.0
266.0	17.0
267.0	20.0
268.0	14.0
269.0	21.0
270.0	10.0
271.0	19.0
272.0	7.0
273.0	15.0
274.0	17.0
