#Coverage	Number of genomic locations
0.0	2.599031151E9
1.0	8.0115196E7
2.0	2.4546848E7
3.0	1.0198956E7
4.0	4872931.0
5.0	2526302.0
6.0	1416782.0
7.0	849184.0
8.0	539080.0
9.0	358216.0
10.0	245317.0
11.0	174241.0
12.0	128021.0
13.0	95344.0
14.0	70935.0
15.0	55201.0
16.0	42613.0
17.0	33392.0
18.0	26411.0
19.0	22141.0
20.0	18318.0
21.0	15128.0
22.0	12609.0
23.0	10953.0
24.0	9172.0
25.0	8227.0
26.0	6947.0
27.0	6118.0
28.0	5413.0
29.0	4932.0
30.0	4563.0
31.0	3963.0
32.0	3571.0
33.0	3245.0
34.0	2846.0
35.0	2581.0
36.0	2314.0
37.0	2273.0
38.0	2034.0
39.0	1895.0
40.0	1854.0
41.0	1611.0
42.0	1458.0
43.0	1342.0
44.0	1217.0
45.0	1111.0
46.0	1035.0
47.0	918.0
48.0	839.0
49.0	737.0
50.0	737.0
51.0	821.0
52.0	716.0
53.0	597.0
54.0	685.0
55.0	545.0
56.0	578.0
57.0	525.0
58.0	543.0
59.0	504.0
60.0	476.0
61.0	425.0
62.0	430.0
63.0	403.0
64.0	342.0
65.0	354.0
66.0	353.0
67.0	352.0
68.0	329.0
69.0	289.0
70.0	264.0
71.0	289.0
72.0	285.0
73.0	265.0
74.0	278.0
75.0	251.0
76.0	262.0
77.0	273.0
78.0	285.0
79.0	256.0
80.0	259.0
81.0	193.0
82.0	200.0
83.0	215.0
84.0	223.0
85.0	199.0
86.0	161.0
87.0	194.0
88.0	154.0
89.0	170.0
90.0	175.0
91.0	176.0
92.0	205.0
93.0	180.0
94.0	200.0
95.0	183.0
96.0	197.0
97.0	202.0
98.0	166.0
99.0	153.0
100.0	162.0
101.0	179.0
102.0	159.0
103.0	172.0
104.0	162.0
105.0	171.0
106.0	162.0
107.0	145.0
108.0	130.0
109.0	158.0
110.0	141.0
111.0	158.0
112.0	152.0
113.0	131.0
114.0	122.0
115.0	139.0
116.0	125.0
117.0	110.0
118.0	115.0
119.0	113.0
120.0	116.0
121.0	105.0
122.0	143.0
123.0	117.0
124.0	115.0
125.0	132.0
126.0	124.0
127.0	123.0
128.0	128.0
129.0	135.0
130.0	126.0
131.0	102.0
132.0	108.0
133.0	107.0
134.0	108.0
135.0	104.0
136.0	91.0
137.0	88.0
138.0	87.0
139.0	71.0
140.0	97.0
141.0	107.0
142.0	86.0
143.0	98.0
144.0	95.0
145.0	84.0
146.0	88.0
147.0	95.0
148.0	118.0
149.0	85.0
150.0	79.0
151.0	89.0
152.0	90.0
153.0	89.0
154.0	96.0
155.0	78.0
156.0	96.0
157.0	104.0
158.0	92.0
159.0	72.0
160.0	99.0
161.0	94.0
162.0	91.0
163.0	84.0
164.0	108.0
165.0	83.0
166.0	99.0
167.0	70.0
168.0	84.0
169.0	94.0
170.0	83.0
171.0	75.0
172.0	80.0
173.0	70.0
174.0	66.0
175.0	76.0
176.0	73.0
177.0	70.0
178.0	81.0
179.0	72.0
180.0	65.0
181.0	59.0
182.0	73.0
183.0	62.0
184.0	63.0
185.0	71.0
186.0	75.0
187.0	57.0
188.0	75.0
189.0	66.0
190.0	60.0
191.0	72.0
192.0	64.0
193.0	58.0
194.0	79.0
195.0	51.0
196.0	77.0
197.0	79.0
198.0	76.0
199.0	58.0
200.0	57.0
201.0	53.0
202.0	42.0
203.0	62.0
204.0	47.0
205.0	55.0
206.0	48.0
207.0	63.0
208.0	46.0
209.0	61.0
210.0	57.0
211.0	61.0
212.0	66.0
213.0	55.0
214.0	53.0
215.0	61.0
216.0	65.0
217.0	56.0
218.0	66.0
219.0	65.0
220.0	65.0
221.0	70.0
222.0	55.0
223.0	66.0
224.0	54.0
225.0	58.0
226.0	81.0
227.0	46.0
228.0	59.0
229.0	71.0
230.0	70.0
231.0	57.0
232.0	58.0
233.0	79.0
234.0	66.0
235.0	66.0
236.0	52.0
237.0	72.0
238.0	57.0
239.0	57.0
240.0	45.0
241.0	60.0
242.0	57.0
243.0	67.0
244.0	59.0
245.0	51.0
246.0	52.0
247.0	72.0
248.0	62.0
249.0	45.0
250.0	64.0
251.0	64.0
252.0	57.0
253.0	59.0
254.0	54.0
255.0	86.0
256.0	68.0
257.0	57.0
258.0	63.0
259.0	66.0
260.0	57.0
261.0	49.0
262.0	60.0
263.0	55.0
264.0	55.0
265.0	41.0
266.0	46.0
267.0	50.0
268.0	68.0
269.0	64.0
270.0	42.0
271.0	50.0
272.0	47.0
273.0	44.0
274.0	48.0
275.0	46.0
276.0	37.0
277.0	60.0
278.0	39.0
279.0	58.0
280.0	51.0
281.0	51.0
282.0	49.0
283.0	49.0
284.0	49.0
285.0	50.0
286.0	35.0
287.0	36.0
288.0	41.0
289.0	52.0
290.0	45.0
291.0	60.0
292.0	69.0
293.0	33.0
294.0	54.0
295.0	48.0
296.0	51.0
297.0	48.0
298.0	42.0
299.0	55.0
300.0	40.0
301.0	41.0
302.0	49.0
303.0	52.0
304.0	52.0
305.0	48.0
306.0	49.0
307.0	51.0
308.0	46.0
309.0	47.0
310.0	51.0
311.0	63.0
312.0	48.0
313.0	55.0
314.0	37.0
315.0	44.0
316.0	56.0
317.0	56.0
318.0	81.0
319.0	56.0
320.0	54.0
321.0	49.0
322.0	63.0
323.0	51.0
324.0	54.0
325.0	63.0
326.0	54.0
327.0	56.0
328.0	34.0
329.0	46.0
330.0	72.0
331.0	51.0
332.0	52.0
333.0	50.0
334.0	43.0
335.0	41.0
336.0	41.0
337.0	51.0
338.0	61.0
339.0	61.0
340.0	42.0
341.0	35.0
342.0	49.0
343.0	47.0
344.0	39.0
345.0	38.0
346.0	46.0
347.0	52.0
348.0	46.0
349.0	49.0
350.0	51.0
351.0	42.0
352.0	38.0
353.0	34.0
354.0	43.0
355.0	37.0
356.0	39.0
357.0	40.0
358.0	40.0
359.0	59.0
360.0	54.0
361.0	46.0
362.0	46.0
363.0	54.0
364.0	42.0
365.0	57.0
366.0	31.0
367.0	35.0
368.0	36.0
369.0	49.0
370.0	38.0
371.0	41.0
372.0	44.0
373.0	35.0
374.0	48.0
375.0	40.0
376.0	43.0
377.0	36.0
378.0	39.0
379.0	41.0
380.0	38.0
381.0	43.0
382.0	50.0
383.0	37.0
384.0	46.0
385.0	44.0
386.0	39.0
387.0	38.0
388.0	57.0
389.0	45.0
390.0	45.0
391.0	41.0
392.0	51.0
393.0	54.0
394.0	44.0
395.0	52.0
396.0	50.0
397.0	33.0
398.0	43.0
399.0	44.0
400.0	39.0
401.0	35.0
402.0	37.0
403.0	44.0
404.0	41.0
405.0	34.0
406.0	41.0
407.0	39.0
408.0	44.0
409.0	39.0
410.0	44.0
411.0	39.0
412.0	44.0
413.0	30.0
414.0	46.0
415.0	25.0
416.0	31.0
417.0	35.0
418.0	48.0
419.0	37.0
420.0	30.0
421.0	34.0
422.0	43.0
423.0	40.0
424.0	40.0
425.0	43.0
426.0	29.0
427.0	32.0
428.0	32.0
429.0	41.0
430.0	31.0
431.0	54.0
432.0	44.0
433.0	41.0
434.0	39.0
435.0	44.0
436.0	38.0
437.0	31.0
438.0	32.0
439.0	30.0
440.0	39.0
441.0	34.0
442.0	27.0
443.0	22.0
444.0	32.0
445.0	38.0
446.0	31.0
447.0	30.0
448.0	32.0
449.0	33.0
450.0	24.0
451.0	23.0
452.0	35.0
453.0	33.0
454.0	28.0
455.0	34.0
456.0	18.0
457.0	22.0
458.0	32.0
459.0	28.0
460.0	38.0
461.0	31.0
462.0	33.0
463.0	29.0
464.0	22.0
465.0	30.0
466.0	25.0
467.0	27.0
468.0	25.0
469.0	25.0
470.0	19.0
471.0	26.0
472.0	21.0
473.0	31.0
474.0	23.0
475.0	30.0
476.0	28.0
477.0	31.0
478.0	27.0
479.0	28.0
480.0	23.0
481.0	19.0
482.0	26.0
483.0	36.0
484.0	41.0
485.0	24.0
486.0	40.0
487.0	29.0
488.0	25.0
489.0	15.0
490.0	23.0
491.0	17.0
492.0	25.0
493.0	27.0
494.0	24.0
495.0	41.0
496.0	31.0
497.0	17.0
498.0	18.0
499.0	20.0
500.0	21.0
501.0	14.0
502.0	14.0
503.0	18.0
504.0	23.0
505.0	25.0
506.0	19.0
507.0	21.0
508.0	21.0
509.0	18.0
510.0	18.0
511.0	25.0
512.0	25.0
513.0	14.0
514.0	16.0
515.0	15.0
516.0	22.0
517.0	21.0
518.0	22.0
519.0	20.0
520.0	13.0
521.0	20.0
522.0	12.0
523.0	27.0
524.0	19.0
525.0	18.0
526.0	22.0
527.0	31.0
528.0	17.0
529.0	21.0
530.0	17.0
531.0	16.0
532.0	29.0
533.0	37.0
534.0	18.0
535.0	20.0
536.0	20.0
537.0	19.0
538.0	18.0
539.0	19.0
540.0	24.0
541.0	27.0
542.0	19.0
543.0	15.0
544.0	18.0
545.0	16.0
546.0	23.0
547.0	18.0
548.0	16.0
549.0	20.0
550.0	23.0
551.0	25.0
552.0	24.0
553.0	17.0
554.0	20.0
555.0	13.0
556.0	17.0
557.0	21.0
558.0	20.0
559.0	17.0
560.0	26.0
561.0	16.0
562.0	11.0
563.0	22.0
564.0	21.0
565.0	19.0
566.0	18.0
567.0	19.0
568.0	18.0
569.0	19.0
570.0	14.0
571.0	24.0
572.0	21.0
573.0	17.0
574.0	21.0
575.0	18.0
576.0	13.0
577.0	15.0
578.0	23.0
579.0	24.0
580.0	14.0
581.0	12.0
582.0	20.0
583.0	8.0
584.0	12.0
585.0	16.0
586.0	16.0
587.0	17.0
588.0	10.0
589.0	13.0
