#Coverage	Number of genomic locations
0.0	2.541728391E9
1.0	7.1989672E7
2.0	3.5254967E7
3.0	2.2197286E7
4.0	1.4836053E7
5.0	1.0196562E7
6.0	7139066.0
7.0	5083346.0
8.0	3696004.0
9.0	2730485.0
10.0	2049759.0
11.0	1570429.0
12.0	1222391.0
13.0	960425.0
14.0	765618.0
15.0	614424.0
16.0	499440.0
17.0	407847.0
18.0	339397.0
19.0	281233.0
20.0	234905.0
21.0	198080.0
22.0	167973.0
23.0	142517.0
24.0	122632.0
25.0	104956.0
26.0	91387.0
27.0	80547.0
28.0	69841.0
29.0	61470.0
30.0	53870.0
31.0	48409.0
32.0	43115.0
33.0	38675.0
34.0	34834.0
35.0	31467.0
36.0	28479.0
37.0	25191.0
38.0	23128.0
39.0	21337.0
40.0	19845.0
41.0	18000.0
42.0	16439.0
43.0	15613.0
44.0	14400.0
45.0	13015.0
46.0	12140.0
47.0	11442.0
48.0	10610.0
49.0	9804.0
50.0	9407.0
51.0	8830.0
52.0	8235.0
53.0	7713.0
54.0	7150.0
55.0	6923.0
56.0	6502.0
57.0	6146.0
58.0	5599.0
59.0	5262.0
60.0	4915.0
61.0	4586.0
62.0	4397.0
63.0	4219.0
64.0	3927.0
65.0	3720.0
66.0	3607.0
67.0	3499.0
68.0	3304.0
69.0	3004.0
70.0	2944.0
71.0	2732.0
72.0	2710.0
73.0	2479.0
74.0	2340.0
75.0	2133.0
76.0	2111.0
77.0	2076.0
78.0	1909.0
79.0	1693.0
80.0	1641.0
81.0	1577.0
82.0	1457.0
83.0	1397.0
84.0	1308.0
85.0	1224.0
86.0	1186.0
87.0	1155.0
88.0	1065.0
89.0	1028.0
90.0	983.0
91.0	880.0
92.0	914.0
93.0	842.0
94.0	829.0
95.0	813.0
96.0	794.0
97.0	744.0
98.0	679.0
99.0	696.0
100.0	722.0
101.0	635.0
102.0	626.0
103.0	615.0
104.0	546.0
105.0	557.0
106.0	558.0
107.0	449.0
108.0	480.0
109.0	473.0
110.0	481.0
111.0	486.0
112.0	431.0
113.0	410.0
114.0	408.0
115.0	424.0
116.0	396.0
117.0	386.0
118.0	353.0
119.0	405.0
120.0	413.0
121.0	381.0
122.0	377.0
123.0	358.0
124.0	366.0
125.0	295.0
126.0	318.0
127.0	309.0
128.0	326.0
129.0	298.0
130.0	293.0
131.0	310.0
132.0	281.0
133.0	337.0
134.0	284.0
135.0	293.0
136.0	275.0
137.0	287.0
138.0	267.0
139.0	304.0
140.0	281.0
141.0	297.0
142.0	278.0
143.0	284.0
144.0	263.0
145.0	245.0
146.0	245.0
147.0	249.0
148.0	207.0
149.0	211.0
150.0	216.0
151.0	249.0
152.0	229.0
153.0	222.0
154.0	233.0
155.0	220.0
156.0	204.0
157.0	212.0
158.0	194.0
159.0	215.0
160.0	189.0
161.0	219.0
162.0	212.0
163.0	172.0
164.0	169.0
165.0	197.0
166.0	206.0
167.0	198.0
168.0	192.0
169.0	209.0
170.0	198.0
171.0	185.0
172.0	167.0
173.0	189.0
174.0	220.0
175.0	150.0
176.0	194.0
177.0	189.0
178.0	198.0
179.0	166.0
180.0	172.0
181.0	166.0
182.0	155.0
183.0	165.0
184.0	136.0
185.0	163.0
186.0	166.0
187.0	192.0
188.0	164.0
189.0	156.0
190.0	172.0
191.0	173.0
192.0	141.0
193.0	148.0
194.0	148.0
195.0	159.0
196.0	164.0
197.0	168.0
198.0	139.0
199.0	167.0
200.0	173.0
201.0	189.0
202.0	159.0
203.0	135.0
204.0	148.0
205.0	147.0
206.0	178.0
207.0	165.0
208.0	132.0
209.0	166.0
210.0	141.0
211.0	161.0
212.0	133.0
213.0	142.0
214.0	148.0
215.0	130.0
216.0	140.0
217.0	117.0
218.0	147.0
219.0	115.0
220.0	155.0
221.0	134.0
222.0	145.0
223.0	129.0
224.0	125.0
225.0	116.0
226.0	132.0
227.0	119.0
228.0	134.0
229.0	128.0
230.0	111.0
231.0	120.0
232.0	108.0
233.0	104.0
234.0	92.0
235.0	127.0
236.0	110.0
237.0	119.0
238.0	131.0
239.0	116.0
240.0	138.0
241.0	110.0
242.0	109.0
243.0	106.0
244.0	118.0
245.0	130.0
246.0	111.0
247.0	116.0
248.0	116.0
249.0	122.0
250.0	116.0
251.0	139.0
252.0	103.0
253.0	94.0
254.0	110.0
255.0	115.0
256.0	124.0
257.0	102.0
258.0	122.0
259.0	105.0
260.0	97.0
261.0	113.0
262.0	98.0
263.0	93.0
264.0	84.0
265.0	68.0
266.0	105.0
267.0	68.0
268.0	67.0
269.0	72.0
270.0	82.0
271.0	69.0
272.0	79.0
273.0	76.0
274.0	83.0
275.0	82.0
276.0	76.0
277.0	79.0
278.0	70.0
279.0	70.0
280.0	65.0
281.0	80.0
282.0	99.0
283.0	66.0
284.0	66.0
285.0	70.0
286.0	82.0
287.0	61.0
288.0	70.0
289.0	69.0
290.0	67.0
291.0	67.0
292.0	72.0
293.0	79.0
294.0	58.0
295.0	72.0
296.0	71.0
297.0	83.0
298.0	70.0
299.0	61.0
300.0	61.0
301.0	59.0
302.0	82.0
303.0	64.0
304.0	69.0
305.0	73.0
306.0	67.0
307.0	71.0
308.0	63.0
309.0	76.0
310.0	74.0
311.0	75.0
312.0	74.0
313.0	84.0
314.0	90.0
315.0	80.0
316.0	75.0
317.0	85.0
318.0	70.0
319.0	61.0
320.0	55.0
321.0	67.0
322.0	61.0
323.0	74.0
324.0	71.0
325.0	68.0
326.0	57.0
327.0	57.0
328.0	52.0
329.0	63.0
330.0	47.0
331.0	62.0
332.0	63.0
333.0	55.0
334.0	50.0
335.0	59.0
336.0	79.0
337.0	59.0
338.0	61.0
339.0	62.0
340.0	59.0
341.0	46.0
342.0	60.0
343.0	64.0
344.0	62.0
345.0	51.0
346.0	42.0
347.0	48.0
348.0	49.0
349.0	52.0
350.0	52.0
351.0	48.0
352.0	45.0
353.0	39.0
354.0	39.0
355.0	45.0
356.0	50.0
357.0	50.0
358.0	42.0
359.0	49.0
360.0	52.0
361.0	37.0
362.0	41.0
363.0	66.0
364.0	44.0
365.0	41.0
366.0	44.0
367.0	47.0
368.0	38.0
369.0	31.0
370.0	39.0
371.0	39.0
372.0	46.0
373.0	26.0
374.0	47.0
375.0	37.0
376.0	33.0
377.0	31.0
378.0	32.0
379.0	32.0
380.0	36.0
381.0	37.0
382.0	35.0
383.0	27.0
384.0	26.0
385.0	24.0
386.0	23.0
387.0	25.0
388.0	31.0
389.0	27.0
390.0	32.0
391.0	31.0
392.0	28.0
393.0	30.0
394.0	27.0
395.0	34.0
396.0	33.0
397.0	26.0
398.0	30.0
399.0	22.0
400.0	31.0
401.0	29.0
402.0	30.0
403.0	23.0
404.0	29.0
405.0	21.0
406.0	19.0
407.0	18.0
408.0	26.0
409.0	24.0
410.0	30.0
411.0	28.0
412.0	15.0
413.0	15.0
414.0	16.0
415.0	18.0
416.0	23.0
417.0	23.0
418.0	15.0
419.0	22.0
420.0	12.0
421.0	16.0
422.0	26.0
423.0	22.0
424.0	30.0
425.0	23.0
426.0	22.0
427.0	33.0
428.0	32.0
429.0	21.0
430.0	28.0
431.0	20.0
432.0	23.0
433.0	23.0
434.0	23.0
435.0	23.0
436.0	25.0
437.0	19.0
438.0	20.0
439.0	27.0
440.0	23.0
441.0	25.0
442.0	23.0
443.0	21.0
444.0	17.0
445.0	27.0
446.0	31.0
447.0	27.0
448.0	21.0
449.0	16.0
450.0	20.0
451.0	16.0
452.0	20.0
453.0	21.0
454.0	19.0
455.0	22.0
456.0	18.0
457.0	28.0
458.0	26.0
459.0	21.0
460.0	24.0
461.0	24.0
462.0	24.0
463.0	11.0
464.0	23.0
465.0	20.0
466.0	19.0
467.0	16.0
468.0	10.0
469.0	29.0
470.0	32.0
471.0	20.0
472.0	13.0
473.0	15.0
474.0	23.0
475.0	25.0
476.0	20.0
477.0	15.0
478.0	22.0
479.0	29.0
480.0	28.0
481.0	25.0
482.0	25.0
483.0	21.0
484.0	15.0
485.0	21.0
486.0	16.0
487.0	20.0
488.0	23.0
489.0	14.0
490.0	10.0
491.0	23.0
492.0	11.0
493.0	16.0
494.0	21.0
495.0	19.0
496.0	15.0
497.0	12.0
498.0	23.0
499.0	12.0
500.0	14.0
501.0	10.0
502.0	16.0
503.0	15.0
504.0	13.0
505.0	16.0
506.0	16.0
507.0	14.0
508.0	21.0
509.0	10.0
510.0	20.0
511.0	20.0
512.0	18.0
513.0	16.0
514.0	11.0
515.0	23.0
516.0	16.0
517.0	14.0
518.0	24.0
519.0	23.0
520.0	14.0
521.0	9.0
522.0	11.0
523.0	18.0
524.0	19.0
525.0	12.0
526.0	13.0
527.0	16.0
528.0	10.0
529.0	13.0
530.0	17.0
531.0	18.0
532.0	13.0
533.0	15.0
534.0	11.0
535.0	6.0
536.0	14.0
537.0	16.0
538.0	16.0
539.0	12.0
540.0	9.0
541.0	15.0
542.0	8.0
543.0	10.0
544.0	18.0
545.0	12.0
546.0	16.0
547.0	15.0
548.0	14.0
549.0	13.0
550.0	11.0
551.0	13.0
552.0	8.0
553.0	6.0
554.0	16.0
555.0	12.0
556.0	19.0
557.0	17.0
558.0	18.0
559.0	12.0
560.0	15.0
561.0	14.0
