#Coverage	Number of genomic locations
0.0	2.602808847E9
1.0	6.3058972E7
2.0	2.7188764E7
3.0	1.3490488E7
4.0	7203414.0
5.0	4074038.0
6.0	2423787.0
7.0	1511248.0
8.0	985022.0
9.0	663661.0
10.0	463975.0
11.0	331690.0
12.0	245234.0
13.0	184420.0
14.0	141295.0
15.0	111829.0
16.0	89638.0
17.0	71808.0
18.0	58877.0
19.0	48142.0
20.0	40067.0
21.0	33334.0
22.0	28672.0
23.0	24561.0
24.0	20862.0
25.0	18319.0
26.0	15758.0
27.0	13627.0
28.0	12121.0
29.0	10589.0
30.0	9103.0
31.0	8199.0
32.0	7525.0
33.0	6758.0
34.0	6083.0
35.0	5469.0
36.0	5006.0
37.0	4398.0
38.0	4012.0
39.0	3698.0
40.0	3402.0
41.0	3187.0
42.0	3042.0
43.0	2895.0
44.0	2701.0
45.0	2328.0
46.0	2230.0
47.0	2041.0
48.0	2012.0
49.0	1878.0
50.0	1677.0
51.0	1729.0
52.0	1656.0
53.0	1637.0
54.0	1604.0
55.0	1524.0
56.0	1487.0
57.0	1400.0
58.0	1427.0
59.0	1351.0
60.0	1339.0
61.0	1318.0
62.0	1293.0
63.0	1192.0
64.0	1245.0
65.0	1198.0
66.0	1103.0
67.0	1114.0
68.0	1111.0
69.0	1062.0
70.0	1050.0
71.0	1047.0
72.0	995.0
73.0	892.0
74.0	852.0
75.0	966.0
76.0	860.0
77.0	758.0
78.0	760.0
79.0	744.0
80.0	699.0
81.0	642.0
82.0	750.0
83.0	671.0
84.0	655.0
85.0	625.0
86.0	627.0
87.0	564.0
88.0	525.0
89.0	582.0
90.0	519.0
91.0	509.0
92.0	490.0
93.0	473.0
94.0	475.0
95.0	445.0
96.0	421.0
97.0	460.0
98.0	373.0
99.0	391.0
100.0	352.0
101.0	384.0
102.0	351.0
103.0	333.0
104.0	330.0
105.0	331.0
106.0	290.0
107.0	275.0
108.0	281.0
109.0	271.0
110.0	247.0
111.0	262.0
112.0	220.0
113.0	258.0
114.0	284.0
115.0	307.0
116.0	250.0
117.0	251.0
118.0	255.0
119.0	296.0
120.0	318.0
121.0	296.0
122.0	244.0
123.0	264.0
124.0	238.0
125.0	242.0
126.0	257.0
127.0	221.0
