#Coverage	Number of genomic locations
0.0	2.451201459E9
1.0	1.27146291E8
2.0	5.3726493E7
3.0	2.9690432E7
4.0	1.8046226E7
5.0	1.1610929E7
6.0	7815423.0
7.0	5473734.0
8.0	3964917.0
9.0	2961747.0
10.0	2262774.0
11.0	1764808.0
12.0	1401811.0
13.0	1131650.0
14.0	927240.0
15.0	767232.0
16.0	643101.0
17.0	542047.0
18.0	461536.0
19.0	394299.0
20.0	340527.0
21.0	294854.0
22.0	259301.0
23.0	228133.0
24.0	200808.0
25.0	176605.0
26.0	158077.0
27.0	141283.0
28.0	126068.0
29.0	112328.0
30.0	101711.0
31.0	92450.0
32.0	83788.0
33.0	76706.0
34.0	70472.0
35.0	64510.0
36.0	58963.0
37.0	54850.0
38.0	50401.0
39.0	46340.0
40.0	43253.0
41.0	39917.0
42.0	37153.0
43.0	34691.0
44.0	32017.0
45.0	29717.0
46.0	28148.0
47.0	26772.0
48.0	24888.0
49.0	23270.0
50.0	22063.0
51.0	20542.0
52.0	19277.0
53.0	17998.0
54.0	17188.0
55.0	16236.0
56.0	15086.0
57.0	14253.0
58.0	13878.0
59.0	12907.0
60.0	12099.0
61.0	11600.0
62.0	10681.0
63.0	10368.0
64.0	9670.0
65.0	9435.0
66.0	9076.0
67.0	8495.0
68.0	8188.0
69.0	7757.0
70.0	7458.0
71.0	7092.0
72.0	6907.0
73.0	6481.0
74.0	6373.0
75.0	6054.0
76.0	5776.0
77.0	5499.0
78.0	5298.0
79.0	5240.0
80.0	4947.0
81.0	4730.0
82.0	4568.0
83.0	4429.0
84.0	4311.0
85.0	4252.0
86.0	4184.0
87.0	3905.0
88.0	3871.0
89.0	3531.0
90.0	3480.0
91.0	3225.0
92.0	3198.0
93.0	3149.0
94.0	2966.0
95.0	2989.0
96.0	2860.0
97.0	2853.0
98.0	2743.0
99.0	2629.0
100.0	2533.0
101.0	2477.0
102.0	2533.0
103.0	2489.0
104.0	2392.0
105.0	2370.0
106.0	2179.0
107.0	2124.0
108.0	2042.0
109.0	1992.0
110.0	1994.0
111.0	1851.0
112.0	1808.0
113.0	1815.0
114.0	1679.0
115.0	1718.0
116.0	1630.0
117.0	1736.0
118.0	1626.0
119.0	1476.0
120.0	1609.0
121.0	1567.0
122.0	1544.0
123.0	1469.0
124.0	1539.0
125.0	1408.0
126.0	1345.0
127.0	1280.0
128.0	1265.0
129.0	1295.0
130.0	1227.0
131.0	1199.0
132.0	1203.0
133.0	1176.0
134.0	1094.0
135.0	1061.0
136.0	1094.0
137.0	1056.0
138.0	1036.0
139.0	984.0
140.0	1011.0
141.0	920.0
142.0	1048.0
143.0	974.0
144.0	957.0
145.0	874.0
146.0	1010.0
147.0	927.0
148.0	902.0
149.0	860.0
150.0	843.0
151.0	809.0
152.0	792.0
153.0	802.0
154.0	795.0
155.0	719.0
156.0	766.0
157.0	656.0
158.0	736.0
159.0	683.0
160.0	680.0
161.0	653.0
162.0	681.0
163.0	589.0
164.0	604.0
165.0	602.0
166.0	637.0
167.0	644.0
168.0	575.0
169.0	577.0
170.0	595.0
171.0	526.0
172.0	506.0
173.0	516.0
174.0	523.0
175.0	484.0
176.0	480.0
177.0	446.0
178.0	424.0
179.0	441.0
180.0	397.0
181.0	435.0
182.0	410.0
183.0	423.0
184.0	410.0
185.0	400.0
186.0	371.0
187.0	380.0
188.0	377.0
189.0	289.0
190.0	283.0
191.0	279.0
192.0	259.0
193.0	301.0
194.0	282.0
195.0	295.0
