Geneid,Chr,Start,End,Strand,Length,count
Xkr4,1,3214482,3671498,-,457017,19
Rp1,1,3999557,4409241,-,409685,21
Sox17,1,4490931,4497354,-,6424,0
Mrpl15,1,4773206,4785739,-,12534,155
Rgs20,1,4909576,5070285,-,160710,14
Npbwr1,1,5913707,5917398,-,3692,0
Sntg1,1,8361475,9299878,-,938404,69
Mybl1,1,9667415,9700209,-,32795,16
Vcpip1,1,9718622,9748382,-,29761,690
Tcf24,1,9960163,9967932,-,7770,0
Ppp1r42,1,9968624,10009136,-,40513,2
Cops5,1,10024601,10038149,-,13549,231
Arfgef1,1,10137571,10232670,-,95100,2762
Cpa6,1,10324720,10719945,-,395226,16
Slco5a1,1,12866549,12992650,-,126102,4
Prdm14,1,13113457,13127163,-,13707,12
Ncoa2,1,13139105,13374083,-,234979,10087
Tram1,1,13564698,13589910,-,25213,457
Lactb2,1,13623330,13660546,-,37217,94
Eya1,1,14168954,14310235,-,141282,12
Msc,1,14753346,14755990,-,2645,0
Trpa1,1,14872648,14918862,-,46215,0
Sbspon,1,15853862,15892722,-,38861,4
4930444P10Rik,1,16065979,16093325,-,27347,7
Rpl7,1,16101295,16104662,-,3368,165
Stau2,1,16228674,16520112,-,291439,26
Ube2w,1,16540790,16619489,-,78700,632
Eloc,1,16641725,16657042,-,15318,187
Jph1,1,16964560,17097889,-,133330,7
Crisp4,1,18115191,18145902,-,30712,2
Defb18,1,18236473,18237443,-,971,0
Defb41,1,18250980,18265138,-,14159,13
Pkhd1,1,20057779,20618064,-,560286,35
Il17f,1,20777146,20790617,-,13472,13
Mcm3,1,20802968,20820312,-,17345,266
Tram2,1,20996299,21079229,-,82931,656
Kcnq5,1,21398403,21961942,-,563540,1963
Rims1,1,22286251,22805994,-,519744,7
Ppp1r14bl,1,23100473,23102253,-,1781,0
Ogfrl1,1,23366424,23397541,-,31118,29
Smap1,1,23845625,23922317,-,76693,734
Sdhaf4,1,23995939,24005656,-,9718,11
Fam135a,1,24011093,24100333,-,89241,8
Col19a1,1,24263994,24587472,-,323479,16
Adgrb3,1,25067476,25829707,-,762232,49
4931408C20Rik,1,26681814,26687460,-,5647,0
Gm597,1,28776117,28780252,-,4136,0
Phf3,1,30802339,30873894,-,71556,3203
Ptp4a1,1,30940302,30949770,-,9469,241
Gm5698,1,30977243,30977968,-,726,0
4931428L18Rik,1,30997842,31222617,-,224776,11
Gm5415,1,32543686,32547294,-,3609,0
Prim2,1,33453810,33669795,-,215986,1299
Bag2,1,33745484,33757795,-,12312,33
Zfp451,1,33761545,33814570,-,53026,715
Bend6,1,33852052,33907816,-,55765,4
Ccdc115,1,34436670,34439672,-,3003,42
Prss40,1,34543968,34560943,-,16976,0
Fam168b,1,34813219,34843065,-,29847,1802
Uggt1,1,36140027,36244305,-,104279,3426
Neurl3,1,36264597,36274679,-,10083,721
Kansl3,1,36335730,36369181,-,33452,1313
Lman2l,1,36419871,36445271,-,25401,214
Ankrd23,1,36530188,36536521,-,6334,59
Gm42417,1,36530193,36539429,-,9237,123
Ankrd39,1,36537507,36547445,-,9939,77
Sema4c,1,36548639,36558349,-,9711,22
Fam178b,1,36562692,36683183,-,120492,6
Actr1b,1,36698114,36714422,-,16309,741
Tmem131,1,36792191,36943666,-,151476,3542
Coa5,1,37417084,37430103,-,13020,65
Mgat4a,1,37439340,37541016,-,101677,1751
2010300C02Rik,1,37611677,37720085,-,108409,5
Tsga10,1,37754776,37866429,-,111654,85
Mitd1,1,37874801,37890411,-,15611,171
Lyg2,1,37905923,37916493,-,10571,0
Lyg1,1,37946736,37957759,-,11024,0
Txndc9,1,37985189,37997893,-,12705,409
Rev1,1,38052786,38129801,-,77016,739
Aff3,1,38177326,38664955,-,487630,24037
Lonrf2,1,38793645,38836711,-,43067,3
Chst10,1,38863867,38898161,-,34295,149
Tbc1d8,1,39371492,39478755,-,107264,37
Rnf149,1,39551296,39577405,-,26110,600
Creg2,1,39618406,39651474,-,33069,2
Rfx8,1,39665301,39720997,-,55697,6
Gm3646,1,39804148,39805332,-,1185,0
Mfsd9,1,40772038,40790687,-,18650,8
Tgfbrap1,1,43047200,43098622,-,51423,246
Fhl2,1,43123074,43196984,-,73911,22
Uxs1,1,43746966,43827800,-,80835,672
Mettl21c,1,44009408,44020006,-,10599,2
Gm8251,1,44055872,44079746,-,23875,44
Tex30,1,44086613,44102441,-,15829,365
Poglut2,1,44106546,44118808,-,12263,15
Mettl21e,1,44204070,44218961,-,14892,0
Col5a2,1,45374321,45503282,-,128962,6
Gm5269,1,45889941,45890078,-,138,0
Slc40a1,1,45908068,45926519,-,18452,0
Slc39a10,1,46807544,46892852,-,85309,101
Nabp1,1,51465862,51478425,-,12564,646
Myo1b,1,51749765,51916071,-,166307,180
Gls,1,52163448,52233232,-,69785,3547
Nab1,1,52457294,52500679,-,43386,950
Mfsd6,1,52656286,52727462,-,71177,2045
Inpp1,1,52785427,52817688,-,32262,682
1700019D03Rik,1,52922324,53020179,-,97856,15
1700019A02Rik,1,53158577,53187636,-,29060,43
Pms1,1,53189187,53297018,-,107832,264
Gm28551,1,53325507,53352667,-,27161,38
Asnsd1,1,53344617,53352752,-,8136,28
Gm50478,1,53348479,53352619,-,4141,11
Dnah7a,1,53397006,53706761,-,309756,128
Stk17b,1,53755506,53785224,-,29719,4265
Hecw2,1,53806876,54195034,-,388159,38
Gtf3c3,1,54396004,54438971,-,42968,513
Gm34066,1,54443404,54456763,-,13360,1
Pgap1,1,54472994,54557682,-,84689,393
Ankrd44,1,54645340,54926387,-,281048,20908
Sf3b1,1,54985169,55027481,-,42313,4367
Hspd1,1,55077835,55088243,-,10409,243
Rftn2,1,55170159,55226782,-,56624,50
Boll,1,55248658,55363469,-,114812,640
Hsfy2,1,56636044,56637435,-,1392,1
Satb2,1,56793981,56978650,-,184670,6
Tyw5,1,57388237,57407101,-,18865,155
Kctd18,1,57955101,58018956,-,63856,294
Clk1,1,58412000,58424066,-,12067,6220
Ppil3,1,58430994,58445486,-,14493,116
Orc2,1,58462771,58505109,-,42339,315
Fam126b,1,58522806,58586323,-,63518,126
Flacc1,1,58646903,58695989,-,49087,2
Trak2,1,58900449,58973430,-,72982,1399
C2cd6,1,58997116,59094900,-,97785,2
Tmem237,1,59100590,59120408,-,19819,7
Mpp4,1,59120935,59163389,-,42455,36
Als2,1,59162926,59237231,-,74306,408
Sumo1,1,59639434,59670834,-,31401,1952
Ica1l,1,59989068,60043122,-,54055,18
Wdr12,1,60069785,60098645,-,28861,260
Raph1,1,60482292,60567104,-,84813,71
Ino80d,1,62958418,63114667,-,156250,1505
Ndufs1,1,63143596,63176833,-,33238,442
Gpr1,1,63182691,63214543,-,31853,1
Dytn,1,63622851,63686927,-,64077,5
Mdh1b,1,63698819,63730318,-,31500,0
4933402D24Rik,1,63754907,63769267,-,14361,0
Klf7,1,64029447,64122282,-,92836,2170
Mettl21a,1,64606473,64617242,-,10770,15
Fzd5,1,64730558,64737751,-,7194,47
Plekhm3,1,64785983,64956824,-,170842,812
Akr1cl,1,65012689,65032759,-,20071,0
Cryge,1,65048554,65051149,-,2596,0
Crygd,1,65061872,65063452,-,1581,0
Crygc,1,65071525,65073689,-,2165,0
Crygb,1,65080219,65082288,-,2070,0
Cryga,1,65100389,65103373,-,2985,0
Gm28845,1,65100619,65119558,-,18940,0
D630023F18Rik,1,65105285,65123214,-,17930,0
Idh1,1,65158616,65186500,-,27885,20
Kansl1l,1,66719248,66817562,-,98315,367
Acadl,1,66830839,66863277,-,32439,238
Myl1,1,66924295,66945384,-,21090,4
Lancl1,1,67000517,67038872,-,38356,209
Erbb4,1,68032186,69108059,-,1075874,37
Ikzf2,1,69531214,69687245,-,156032,7193
Bard1,1,71027498,71103146,-,75649,114
Abca12,1,71242276,71414910,-,172635,8
Fn1,1,71585520,71653200,-,67681,0
Mreg,1,72159442,72212307,-,52866,9
Pecr,1,72259167,72284314,-,25148,7
Marchf4,1,72427112,72536930,-,109819,2
Ankar,1,72642980,72700579,-,57600,2
Igfbp5,1,72857932,72874884,-,16953,0
Tnp1,1,73015074,73015909,-,836,0
Tns1,1,73910231,74124449,-,214219,466
Cxcr1,1,74191785,74194631,-,2847,0
Aamp,1,74279840,74284738,-,4899,746
Tmbim1,1,74288247,74305622,-,17376,13
Usp37,1,74435511,74544284,-,108774,720
Zfp142,1,74565127,74588246,-,23120,734
Rnf25,1,74593748,74601397,-,7650,90
Prkag3,1,74738922,74749221,-,10300,0
Fev,1,74881509,74885419,-,3911,0
Cryba2,1,74889934,74893143,-,3210,0
Cfap65,1,74902071,74935599,-,33529,1
Ihh,1,74945315,74951672,-,6358,8
Nhej1,1,74967139,75046639,-,79501,194
Slc23a3,1,75125541,75133890,-,8350,62
Cnppd1,1,75134554,75142711,-,8158,303
Abcb6,1,75171717,75180392,-,8676,37
Atg9a,1,75180860,75192196,-,11337,464
Glb1l,1,75198243,75210813,-,12571,86
Tuba4a,1,75214228,75219865,-,5638,245
A630095N17Rik,1,75220095,75232102,-,12008,1
Ptprn,1,75247027,75264502,-,17476,2
Resp18,1,75272199,75278415,-,6217,1
Dnpep,1,75307896,75317990,-,10095,132
Chpf,1,75474569,75479307,-,4739,61
Obsl1,1,75485825,75506361,-,20537,3
Epha4,1,77367185,77515088,-,147904,12
Pax3,1,78101267,78197134,-,95868,4
Farsb,1,78417975,78488897,-,70923,962
BC035947,1,78497026,78512158,-,15133,0
Scg2,1,79434669,79440120,-,5452,0
Ap1s3,1,79606876,79671972,-,65097,918
Wdfy1,1,79702262,79776143,-,73882,581
Serpine2,1,79794197,79861180,-,66984,5
Fam124b,1,80198706,80213944,-,15239,34
Cul3,1,80264923,80340480,-,75558,3858
Gm45261,1,80449597,80461448,-,11852,1
Dock10,1,80501073,80758448,-,257376,30379
Irs1,1,82233101,82291416,-,58316,2
Col4a4,1,82448423,82586849,-,138427,10
Tm4sf20,1,82756649,82768461,-,11813,0
Gm47791,1,82770824,82771243,-,420,0
Gm6217,1,82930571,82931399,-,829,0
A030003K21Rik,1,82942559,82943388,-,830,0
Gm7544,1,82955186,82956013,-,828,0
Slc19a3,1,83012523,83038448,-,25926,1
Krtap28,1,83041524,83061921,-,20398,0
A030005K14Rik,1,83058286,83059378,-,1093,0
Sphkap,1,83254139,83408200,-,154062,4
Pid1,1,84036296,84364180,-,327885,35
Dner,1,84369839,84696221,-,326383,33
Trip12,1,84721189,84840516,-,119328,3161
Slc16a14,1,84905898,84935134,-,29237,2
AC167036.2,1,85027954,85028844,-,891,0
A530032D15Rik,1,85083069,85109853,-,26785,21
C130026I21Rik,1,85112267,85270566,-,158300,63
AC147806.1,1,85484252,85485142,-,891,1
Sp110,1,85576899,85598817,-,21919,546
A630001G21Rik,1,85717083,85778643,-,61561,384
Gpr55,1,85938318,85961007,-,22690,2
Htr2b,1,86099026,86111970,-,12945,0
Ncl,1,86344719,86359400,-,14682,4250
Nmur1,1,86386303,86426228,-,39926,0
Pde6d,1,86542994,86582629,-,39636,93
Nppc,1,86666291,86670571,-,4281,0
Alppl2,1,87086694,87089928,-,3235,0
Alpi,1,87098002,87101606,-,3605,1
Ecel1,1,87147655,87156521,-,8867,0
Kcnj13,1,87386363,87394729,-,8367,0
Ngef,1,87476834,87573870,-,97037,10
Usp40,1,87945119,88008551,-,63433,253
Dnajb3,1,88204732,88205782,-,1051,0
Hjurp,1,88262471,88277633,-,15163,1454
Glrp1,1,88499871,88510066,-,10196,11
Arl4c,1,88673125,88702221,-,29097,418
Gbx2,1,89927956,89931179,-,3224,0
Asb18,1,89950220,90014666,-,64447,4
Iqca,1,90042132,90153401,-,111270,1
Col6a3,1,90765923,90843971,-,78049,1
Rab17,1,90958133,90969661,-,11529,0
Ilkap,1,91373861,91398801,-,24941,1110
Hes6,1,91411483,91413222,-,1740,68
Per2,1,91415982,91459324,-,43343,520
Hdac4,1,91928779,92180341,-,251563,15121
Ndufa10,1,92439010,92473860,-,34851,686
Olfr1416,1,92475925,92485113,-,9189,1
Olfr1415,1,92489101,92496101,-,7001,0
Olfr1414,1,92506366,92518661,-,12296,1
Cops9,1,92637145,92641985,-,4841,61
Otos,1,92644218,92648841,-,4624,3
Ankmy1,1,92859803,92902906,-,43104,9
Kif1a,1,93015464,93101951,-,86488,3
Mab21l4,1,93151349,93160948,-,9600,0
Mterf4,1,93299211,93305915,-,6705,30
Pask,1,93308778,93343482,-,34705,34
Hdlbp,1,93405940,93478815,-,72876,2436
Stk25,1,93619751,93658659,-,38909,632
Thap4,1,93701935,93754864,-,52930,188
Dtymk,1,93792576,93801934,-,9359,48
Pdcd1,1,94038305,94052553,-,14249,11
St8sia4,1,95587682,95667571,-,79890,567
Slco4c1,1,96816270,96872171,-,55902,3
Slco6c1,1,97059038,97128301,-,69264,6
D1Ertd622e,1,97606318,97662074,-,55757,211
Ppip5k2,1,97706048,97770411,-,64364,485
Pam,1,97795114,98095632,-,300519,366
Rnf152,1,105276914,105356710,-,79797,8
Pign,1,105518422,105663662,-,145241,1056
Bcl2,1,106538178,106714274,-,176097,12734
Kdsr,1,106720459,106759727,-,39269,1006
Vps4b,1,106764071,106796728,-,32658,1534
Serpinb3a,1,107045587,107052303,-,6717,0
Serpinb3d,1,107078167,107083506,-,5340,0
Serpinb3b,1,107153940,107278361,-,124422,7
Serpinb3c,1,107271201,107278371,-,7171,0
Cdh19,1,110888326,110977363,-,89038,5
Dsel,1,111858706,111864918,-,6213,8
Tsn,1,118294778,118311416,-,16639,340
Gli2,1,118834132,119053619,-,219488,5
Inhbb,1,119415465,119422248,-,6784,0
Ralb,1,119470305,119504794,-,34490,43
Epb41l5,1,119545037,119649000,-,103964,35
Ptpn4,1,119652467,119837613,-,185147,1186
Tmem177,1,119907890,119913208,-,5319,11
Cfap221,1,119923341,119997234,-,73894,1
Tmem37,1,120067377,120074074,-,6698,0
Dbi,1,120113280,120121078,-,7799,24
Steap3,1,120190757,120272705,-,81949,59
Marco,1,120474538,120505024,-,30487,0
Insig2,1,121304353,121332589,-,28237,73
Htr5b,1,121509842,121528465,-,18624,3
Ddx18,1,121553835,121567989,-,14155,465
Dpp10,1,123321471,124846039,-,1524569,70
Actr3,1,125392905,125435727,-,42823,1020
Lypd1,1,125867622,125913101,-,45480,0
Nckap5,1,125913620,126830799,-,917180,29
Tmem163,1,127486546,127679548,-,193003,189
Map3k19,1,127814791,127855031,-,40241,2
Zranb3,1,127954184,128103001,-,148818,206
Lct,1,128284756,128328318,-,43563,14
Mcm6,1,128331590,128359664,-,28075,470
Dars,1,128363707,128417368,-,53662,253
Cxcr4,1,128588199,128592293,-,4095,117
Cd55b,1,130388537,130423009,-,34473,18
Cd55,1,130439027,130462744,-,23718,308
Zp3r,1,130576713,130629621,-,52909,12
C4bp,1,130634773,130661632,-,26860,2
Gm29427,1,130670209,130715799,-,45591,236
Pfkfb2,1,130689182,130729253,-,40072,234
Il24,1,130882074,130887454,-,5381,0
Il20,1,130906985,130911451,-,4467,0
Il19,1,130932656,130940115,-,7460,3
Mapkapk2,1,131053700,131097826,-,44127,1880
Dyrk3,1,131127455,131138340,-,10886,17
Rassf5,1,131176410,131245258,-,68849,1464
Ikbke,1,131254597,131279606,-,25010,1372
Srgap2,1,131285251,131527347,-,242097,2065
Mfsd4a,1,132022806,132068062,-,45257,2
Cdk18,1,132112237,132139684,-,27448,1
Gm10188,1,132229048,132229767,-,720,0
Tmcc2,1,132356315,132391281,-,34967,2
Cntn2,1,132509427,132543256,-,33830,0
Nfasc,1,132564690,132741797,-,177108,0
Mdm4,1,132959484,133030561,-,71078,2063
