Geneid,Chr,Start,End,Strand,Length,count
Xkr4,1,3214482,3671498,-,457017,218
Rp1,1,3999557,4409241,-,409685,227
Sox17,1,4490931,4497354,-,6424,5
Mrpl15,1,4773206,4785739,-,12534,671
Rgs20,1,4909576,5070285,-,160710,92
Npbwr1,1,5913707,5917398,-,3692,1
Sntg1,1,8361475,9299878,-,938404,455
Mybl1,1,9667415,9700209,-,32795,56
Vcpip1,1,9718622,9748382,-,29761,708
Tcf24,1,9960163,9967932,-,7770,1
Ppp1r42,1,9968624,10009136,-,40513,29
Cops5,1,10024601,10038149,-,13549,442
Arfgef1,1,10137571,10232670,-,95100,4911
Cpa6,1,10324720,10719945,-,395226,205
Slco5a1,1,12866549,12992650,-,126102,57
Prdm14,1,13113457,13127163,-,13707,11
Ncoa2,1,13139105,13374083,-,234979,9541
Tram1,1,13564698,13589910,-,25213,405
Lactb2,1,13623330,13660546,-,37217,690
Eya1,1,14168954,14310235,-,141282,69
Msc,1,14753346,14755990,-,2645,1
Trpa1,1,14872648,14918862,-,46215,21
Sbspon,1,15853862,15892722,-,38861,24
4930444P10Rik,1,16065979,16093325,-,27347,17
Rpl7,1,16101295,16104662,-,3368,555
Stau2,1,16228674,16520112,-,291439,204
Ube2w,1,16540790,16619489,-,78700,2095
Eloc,1,16641725,16657042,-,15318,588
Jph1,1,16964560,17097889,-,133330,66
Crisp4,1,18115191,18145902,-,30712,12
Defb18,1,18236473,18237443,-,971,0
Defb41,1,18250980,18265138,-,14159,47
Pkhd1,1,20057779,20618064,-,560286,319
Il17f,1,20777146,20790617,-,13472,10
Mcm3,1,20802968,20820312,-,17345,200
Tram2,1,20996299,21079229,-,82931,292
Kcnq5,1,21398403,21961942,-,563540,45841
Rims1,1,22286251,22805994,-,519744,117
Ppp1r14bl,1,23100473,23102253,-,1781,1
Ogfrl1,1,23366424,23397541,-,31118,37
Smap1,1,23845625,23922317,-,76693,1012
Sdhaf4,1,23995939,24005656,-,9718,23
Fam135a,1,24011093,24100333,-,89241,38
Col19a1,1,24263994,24587472,-,323479,137
Adgrb3,1,25067476,25829707,-,762232,310
4931408C20Rik,1,26681814,26687460,-,5647,9
Gm597,1,28776117,28780252,-,4136,4
Phf3,1,30802339,30873894,-,71556,2136
Ptp4a1,1,30940302,30949770,-,9469,334
Gm5698,1,30977243,30977968,-,726,0
4931428L18Rik,1,30997842,31222617,-,224776,118
Gm5415,1,32543686,32547294,-,3609,0
Prim2,1,33453810,33669795,-,215986,1430
Bag2,1,33745484,33757795,-,12312,145
Zfp451,1,33761545,33814570,-,53026,1915
Bend6,1,33852052,33907816,-,55765,24
Ccdc115,1,34436670,34439672,-,3003,105
Prss40,1,34543968,34560943,-,16976,8
Fam168b,1,34813219,34843065,-,29847,1630
Uggt1,1,36140027,36244305,-,104279,2711
Neurl3,1,36264597,36274679,-,10083,462
Kansl3,1,36335730,36369181,-,33452,2073
Lman2l,1,36419871,36445271,-,25401,1074
Ankrd23,1,36530188,36536521,-,6334,254
Gm42417,1,36530193,36539429,-,9237,455
Ankrd39,1,36537507,36547445,-,9939,424
Sema4c,1,36548639,36558349,-,9711,236
Fam178b,1,36562692,36683183,-,120492,56
Actr1b,1,36698114,36714422,-,16309,954
Tmem131,1,36792191,36943666,-,151476,5243
Coa5,1,37417084,37430103,-,13020,503
Mgat4a,1,37439340,37541016,-,101677,870
2010300C02Rik,1,37611677,37720085,-,108409,60
Tsga10,1,37754776,37866429,-,111654,83
Mitd1,1,37874801,37890411,-,15611,227
Lyg2,1,37905923,37916493,-,10571,6
Lyg1,1,37946736,37957759,-,11024,5
Txndc9,1,37985189,37997893,-,12705,518
Rev1,1,38052786,38129801,-,77016,2128
Aff3,1,38177326,38664955,-,487630,8114
Lonrf2,1,38793645,38836711,-,43067,16
Chst10,1,38863867,38898161,-,34295,136
Tbc1d8,1,39371492,39478755,-,107264,89
Rnf149,1,39551296,39577405,-,26110,1593
Creg2,1,39618406,39651474,-,33069,15
Rfx8,1,39665301,39720997,-,55697,33
Gm3646,1,39804148,39805332,-,1185,0
Mfsd9,1,40772038,40790687,-,18650,14
Tgfbrap1,1,43047200,43098622,-,51423,672
Fhl2,1,43123074,43196984,-,73911,87
Uxs1,1,43746966,43827800,-,80835,2181
Mettl21c,1,44009408,44020006,-,10599,6
Gm8251,1,44055872,44079746,-,23875,240
Tex30,1,44086613,44102441,-,15829,328
Poglut2,1,44106546,44118808,-,12263,100
Mettl21e,1,44204070,44218961,-,14892,3
Col5a2,1,45374321,45503282,-,128962,52
Gm5269,1,45889941,45890078,-,138,1
Slc40a1,1,45908068,45926519,-,18452,9
Slc39a10,1,46807544,46892852,-,85309,578
Nabp1,1,51465862,51478425,-,12564,1183
Myo1b,1,51749765,51916071,-,166307,86
Gls,1,52163448,52233232,-,69785,4216
Nab1,1,52457294,52500679,-,43386,1318
Mfsd6,1,52656286,52727462,-,71177,303
Inpp1,1,52785427,52817688,-,32262,235
1700019D03Rik,1,52922324,53020179,-,97856,67
1700019A02Rik,1,53158577,53187636,-,29060,61
Pms1,1,53189187,53297018,-,107832,1011
Gm28551,1,53325507,53352667,-,27161,206
Asnsd1,1,53344617,53352752,-,8136,127
Gm50478,1,53348479,53352619,-,4141,59
Dnah7a,1,53397006,53706761,-,309756,211
Stk17b,1,53755506,53785224,-,29719,1727
Hecw2,1,53806876,54195034,-,388159,148
Gtf3c3,1,54396004,54438971,-,42968,501
Gm34066,1,54443404,54456763,-,13360,4
Pgap1,1,54472994,54557682,-,84689,435
Ankrd44,1,54645340,54926387,-,281048,12880
Sf3b1,1,54985169,55027481,-,42313,2997
Hspd1,1,55077835,55088243,-,10409,1736
Rftn2,1,55170159,55226782,-,56624,78
Boll,1,55248658,55363469,-,114812,664
Hsfy2,1,56636044,56637435,-,1392,1
Satb2,1,56793981,56978650,-,184670,89
Tyw5,1,57388237,57407101,-,18865,270
Kctd18,1,57955101,58018956,-,63856,238
Clk1,1,58412000,58424066,-,12067,1706
Ppil3,1,58430994,58445486,-,14493,306
Orc2,1,58462771,58505109,-,42339,1629
Fam126b,1,58522806,58586323,-,63518,382
Flacc1,1,58646903,58695989,-,49087,25
Trak2,1,58900449,58973430,-,72982,1601
C2cd6,1,58997116,59094900,-,97785,57
Tmem237,1,59100590,59120408,-,19819,71
Mpp4,1,59120935,59163389,-,42455,86
Als2,1,59162926,59237231,-,74306,673
Sumo1,1,59639434,59670834,-,31401,1364
